sleep,stress,mood,energy,screen_time,activity_minutes,connectedness,activity,hour,day_type,best_nudge
8.03,4,4,2,3.21,49,4,Phone,10,Weekday,Reduce screen time
6.26,4,4,3,3.74,140,5,Exercise,19,Weekend,Maintain habits
6.67,4,2,2,1.03,93,3,Exercise,12,Weekday,Connect socially
8.09,2,4,4,3.45,53,4,Exercise,17,Weekday,Connect socially
7.65,3,2,4,2.76,96,5,Studying,19,Weekday,Prepare for bed
7.15,3,3,3,6.07,64,4,Phone,13,Weekday,Reduce screen time
6.56,2,4,2,2.27,43,4,Working,13,Weekday,Prepare for bed
6.7,3,4,2,5.0,41,4,Studying,8,Weekend,Prepare for bed
5.87,5,1,3,4.97,51,1,Studying,13,Weekday,Connect socially
8.92,2,3,3,4.71,45,3,Working,17,Weekday,Stay active
7.62,4,3,4,4.28,59,3,Relaxing,10,Weekday,Maintain habits
8.44,4,2,3,5.39,3,2,Studying,22,Weekday,Take a short break
7.54,2,3,5,4.15,37,3,Studying,19,Weekday,Maintain habits
7.57,4,3,4,2.83,6,3,Working,11,Weekday,Prepare for bed
7.18,4,4,3,7.37,17,3,Phone,17,Weekday,Connect socially
7.49,3,4,3,5.09,67,3,Relaxing,15,Weekend,Prepare for bed
6.04,5,2,2,4.37,53,1,Relaxing,15,Weekday,Connect socially
7.15,2,4,3,4.34,79,2,Exercise,17,Weekend,Take a short break
5.61,3,3,3,3.87,103,3,Relaxing,9,Weekday,Maintain habits
6.68,4,4,2,4.59,39,5,Studying,11,Weekend,Reduce screen time
7.38,4,3,2,5.39,70,3,Exercise,10,Weekday,Take a short break
6.88,4,3,3,2.68,34,5,Studying,11,Weekday,Stay active
7.82,3,2,2,5.29,8,5,Relaxing,18,Weekend,Stay active
8.62,3,3,4,4.2,35,4,Phone,23,Weekday,Reduce screen time
8.64,2,3,4,1.76,29,3,Relaxing,18,Weekend,Maintain habits
8.15,2,3,3,2.48,75,3,Phone,23,Weekend,Prepare for bed
5.99,4,2,3,3.59,0,2,Phone,17,Weekday,Connect socially
6.17,3,2,2,2.83,54,2,Studying,13,Weekday,Prepare for bed
6.65,2,4,3,3.06,48,3,Phone,21,Weekday,Take a short break
7.1,4,2,3,4.32,133,3,Studying,8,Weekend,Take a short break
5.74,5,3,1,3.17,57,3,Relaxing,9,Weekend,Maintain habits
8.95,3,3,3,5.25,95,2,Working,22,Weekday,Connect socially
7.59,2,4,3,5.95,16,4,Relaxing,18,Weekday,Maintain habits
7.98,4,3,4,5.21,67,3,Relaxing,22,Weekday,Stay active
6.96,3,4,2,5.14,58,3,Studying,10,Weekday,Prepare for bed
7.65,3,4,3,6.11,180,3,Exercise,19,Weekday,Prepare for bed
7.79,2,3,3,5.08,58,3,Phone,12,Weekend,Maintain habits
8.42,2,5,4,4.93,102,3,Phone,14,Weekday,Maintain habits
8.66,3,3,3,4.94,36,3,Studying,21,Weekend,Connect socially
7.07,3,2,3,5.53,42,2,Relaxing,15,Weekday,Reduce screen time
5.86,2,3,3,3.94,43,5,Phone,18,Weekday,Maintain habits
6.08,4,2,2,4.67,131,3,Studying,21,Weekday,Take a short break
7.36,3,3,4,3.13,16,4,Working,21,Weekend,Maintain habits
7.45,3,2,2,6.36,72,3,Relaxing,6,Weekday,Stay active
6.1,4,2,3,4.3,38,4,Relaxing,10,Weekday,Take a short break
7.04,3,2,3,5.26,92,3,Phone,21,Weekday,Take a short break
8.94,2,4,4,3.01,55,4,Studying,17,Weekend,Maintain habits
8.25,4,3,3,2.86,43,2,Relaxing,16,Weekday,Connect socially
6.97,3,2,3,3.25,73,4,Exercise,8,Weekday,Maintain habits
7.88,3,2,3,6.69,16,5,Phone,7,Weekend,Stay active
9.15,4,3,3,6.69,93,2,Relaxing,22,Weekend,Connect socially
8.81,2,3,3,3.64,95,1,Phone,16,Weekday,Connect socially
7.68,3,3,3,5.42,68,4,Phone,19,Weekday,Maintain habits
8.25,2,4,3,0.77,70,3,Studying,12,Weekday,Maintain habits
8.29,5,3,2,6.39,33,2,Relaxing,12,Weekday,Take a short break
7.11,4,3,4,2.75,8,3,Relaxing,17,Weekday,Maintain habits
6.74,3,4,2,4.72,52,5,Studying,21,Weekday,Maintain habits
8.26,4,4,3,6.04,17,5,Relaxing,13,Weekday,Stay active
8.77,3,3,3,2.17,14,3,Studying,14,Weekday,Stay active
6.71,4,4,3,4.42,54,4,Phone,17,Weekday,Take a short break
6.62,3,3,3,5.22,64,3,Relaxing,7,Weekday,Reduce screen time
6.8,4,2,2,3.81,57,3,Phone,15,Weekday,Take a short break
5.46,5,3,2,2.43,123,2,Exercise,17,Weekday,Stay active
6.12,3,2,2,5.57,73,2,Relaxing,6,Weekend,Stay active
5.79,4,3,2,4.94,8,1,Relaxing,18,Weekday,Reduce screen time
7.12,5,4,2,3.19,27,4,Working,8,Weekday,Stay active
6.76,4,3,2,6.86,114,3,Relaxing,19,Weekday,Take a short break
6.66,3,4,2,2.2,63,3,Phone,20,Weekday,Prepare for bed
7.08,2,4,4,2.04,59,4,Working,20,Weekday,Prepare for bed
8.77,4,3,3,6.28,7,1,Phone,18,Weekday,Connect socially
8.13,2,4,3,2.15,73,3,Relaxing,17,Weekend,Maintain habits
7.24,3,4,2,3.47,36,3,Relaxing,13,Weekday,Maintain habits
7.91,3,2,3,6.37,17,3,Phone,15,Weekday,Take a short break
6.53,3,2,1,2.91,12,2,Phone,9,Weekday,Stay active
7.3,5,1,2,4.89,21,3,Working,19,Weekday,Take a short break
7.0,3,4,3,4.49,67,3,Exercise,7,Weekend,Maintain habits
5.37,3,3,2,4.48,27,4,Relaxing,15,Weekday,Connect socially
7.59,5,2,3,8.21,69,2,Studying,16,Weekend,Take a short break
7.8,3,4,4,4.88,40,5,Exercise,18,Weekend,Prepare for bed
6.83,3,4,2,4.66,76,3,Relaxing,14,Weekday,Reduce screen time
8.52,2,4,4,4.28,116,3,Relaxing,15,Weekday,Connect socially
7.39,3,3,3,2.95,38,4,Studying,17,Weekday,Stay active
8.5,4,3,3,5.45,72,5,Studying,22,Weekend,Take a short break
5.95,5,3,1,5.82,0,4,Phone,18,Weekday,Reduce screen time
8.55,4,4,3,2.97,32,4,Relaxing,12,Weekday,Stay active
8.36,3,4,3,4.16,21,4,Studying,20,Weekend,Take a short break
9.59,4,5,3,3.41,27,4,Relaxing,8,Weekend,Maintain habits
8.54,4,3,2,2.79,46,3,Exercise,13,Weekday,Take a short break
5.35,4,2,3,4.34,55,3,Working,9,Weekday,Take a short break
6.67,3,3,3,4.59,0,3,Phone,16,Weekend,Maintain habits
6.21,3,3,2,4.29,165,4,Phone,18,Weekday,Reduce screen time
8.06,3,2,3,4.02,60,3,Relaxing,17,Weekend,Connect socially
8.37,3,4,3,4.32,68,2,Phone,20,Weekday,Maintain habits
7.08,4,3,2,4.45,21,3,Phone,17,Weekday,Connect socially
8.21,1,4,3,4.71,31,4,Studying,12,Weekend,Maintain habits
6.37,3,2,2,4.7,68,3,Working,17,Weekday,Take a short break
6.63,4,3,4,2.86,78,3,Working,19,Weekday,Take a short break
7.79,4,3,3,2.16,59,3,Phone,16,Weekday,Reduce screen time
8.32,2,4,4,4.29,33,2,Working,15,Weekday,Maintain habits
8.45,3,3,2,3.39,85,4,Studying,17,Weekend,Reduce screen time
6.63,4,3,2,4.7,28,1,Studying,17,Weekday,Maintain habits
6.56,3,3,2,4.66,47,3,Exercise,13,Weekday,Prepare for bed
6.65,3,2,3,6.48,0,5,Phone,20,Weekday,Take a short break
8.07,3,3,3,0.0,66,3,Studying,11,Weekend,Take a short break
9.06,2,4,2,6.85,25,3,Phone,7,Weekday,Connect socially
7.7,4,3,4,4.24,51,2,Phone,19,Weekend,Prepare for bed
7.98,3,4,3,2.38,25,3,Working,20,Weekend,Stay active
8.41,3,3,3,2.67,56,3,Relaxing,18,Weekday,Maintain habits
8.49,2,3,5,1.38,96,3,Working,16,Weekend,Maintain habits
8.06,3,3,3,4.63,48,2,Exercise,23,Weekday,Maintain habits
7.36,3,4,2,5.45,55,5,Relaxing,14,Weekday,Prepare for bed
7.77,2,3,3,4.0,47,3,Phone,15,Weekday,Stay active
8.09,3,2,3,5.19,69,1,Relaxing,17,Weekend,Connect socially
6.33,3,4,3,4.75,81,5,Working,15,Weekend,Reduce screen time
6.85,3,3,2,4.87,25,4,Relaxing,17,Weekend,Maintain habits
7.46,2,2,4,2.04,69,2,Studying,23,Weekend,Take a short break
6.62,2,4,2,4.26,72,2,Exercise,12,Weekday,Prepare for bed
7.17,4,4,4,5.56,78,2,Studying,10,Weekend,Prepare for bed
10.02,2,4,4,3.19,11,4,Relaxing,15,Weekend,Stay active
7.68,4,2,3,5.64,67,3,Studying,16,Weekday,Stay active
8.61,2,4,4,5.02,28,4,Relaxing,19,Weekday,Maintain habits
4.98,5,2,1,7.14,66,3,Studying,22,Weekday,Reduce screen time
9.72,3,3,4,4.5,62,3,Phone,18,Weekend,Maintain habits
6.2,4,3,2,5.18,139,2,Studying,23,Weekday,Prepare for bed
9.02,3,3,4,4.94,46,4,Studying,12,Weekday,Connect socially
6.73,3,3,3,4.16,39,3,Phone,11,Weekday,Take a short break
6.16,4,2,3,1.58,28,3,Relaxing,13,Weekday,Take a short break
7.97,2,3,3,2.89,55,2,Exercise,19,Weekday,Prepare for bed
5.92,4,3,2,5.25,56,4,Exercise,11,Weekday,Prepare for bed
7.66,4,2,3,5.19,75,3,Studying,11,Weekend,Maintain habits
5.76,3,2,3,4.88,45,2,Studying,15,Weekday,Connect socially
10.44,2,3,4,4.29,115,3,Exercise,13,Weekend,Connect socially
6.38,3,3,3,4.71,64,4,Exercise,18,Weekday,Connect socially
8.59,4,3,3,4.59,8,4,Phone,21,Weekend,Reduce screen time
7.65,2,3,4,6.02,31,3,Phone,10,Weekday,Prepare for bed
7.97,3,3,5,3.8,51,4,Phone,17,Weekday,Prepare for bed
6.89,3,4,3,3.44,132,3,Studying,9,Weekday,Connect socially
7.73,4,3,3,3.17,128,2,Relaxing,12,Weekday,Connect socially
9.52,4,2,3,6.5,30,3,Phone,13,Weekday,Connect socially
7.83,4,2,3,3.61,45,1,Relaxing,17,Weekend,Connect socially
6.73,4,3,3,4.63,18,4,Phone,17,Weekday,Take a short break
6.42,3,3,2,5.45,0,4,Phone,18,Weekday,Stay active
7.58,2,3,3,3.72,97,1,Working,20,Weekday,Connect socially
6.93,3,2,3,2.59,0,3,Working,11,Weekday,Prepare for bed
6.8,4,3,3,5.32,76,4,Studying,19,Weekday,Take a short break
7.37,2,4,3,1.11,90,4,Studying,18,Weekday,Connect socially
6.51,5,1,3,4.73,25,3,Studying,9,Weekday,Stay active
7.87,2,5,2,5.42,54,3,Exercise,14,Weekend,Reduce screen time
6.41,2,4,3,2.84,51,3,Exercise,7,Weekday,Maintain habits
8.48,3,3,4,2.73,39,2,Studying,9,Weekday,Maintain habits
5.97,3,3,3,2.18,68,5,Exercise,13,Weekday,Maintain habits
6.7,3,3,4,3.03,18,4,Working,12,Weekday,Connect socially
9.22,2,3,3,3.01,11,3,Phone,21,Weekday,Stay active
7.24,3,4,3,6.79,54,5,Studying,21,Weekend,Prepare for bed
6.74,4,3,2,2.18,112,3,Exercise,17,Weekday,Take a short break
7.08,2,3,3,4.88,40,4,Relaxing,19,Weekday,Maintain habits
8.72,3,4,3,6.49,60,5,Exercise,23,Weekend,Maintain habits
5.66,3,4,1,0.79,117,2,Studying,15,Weekday,Connect socially
8.3,2,3,3,5.26,50,5,Exercise,16,Weekend,Maintain habits
5.73,2,3,2,3.1,39,4,Relaxing,18,Weekday,Take a short break
9.06,2,2,3,4.12,96,3,Relaxing,21,Weekday,Prepare for bed
7.38,3,3,4,3.66,97,3,Exercise,20,Weekend,Maintain habits
4.88,3,3,4,3.27,112,1,Studying,8,Weekend,Connect socially
9.57,3,3,3,3.88,29,4,Working,19,Weekend,Stay active
8.39,3,4,3,4.07,100,3,Phone,12,Weekday,Reduce screen time
7.12,3,3,3,5.44,103,3,Exercise,12,Weekend,Prepare for bed
6.17,4,3,2,3.44,76,3,Working,17,Weekday,Take a short break
6.16,3,3,3,5.4,24,3,Phone,18,Weekday,Maintain habits
6.29,4,3,2,3.72,40,2,Studying,10,Weekday,Take a short break
7.83,3,3,3,4.04,33,1,Phone,13,Weekday,Reduce screen time
8.14,5,3,3,4.33,29,4,Studying,19,Weekday,Stay active
4.93,4,3,1,5.95,57,3,Phone,10,Weekday,Take a short break
7.61,3,3,3,3.69,49,4,Exercise,20,Weekend,Maintain habits
8.15,3,3,3,6.95,29,3,Working,16,Weekend,Stay active
6.61,3,2,2,5.22,23,3,Exercise,17,Weekend,Connect socially
8.25,4,4,2,5.96,25,5,Phone,9,Weekday,Prepare for bed
5.66,3,3,2,5.5,81,3,Studying,22,Weekend,Maintain habits
6.68,5,3,3,6.72,79,3,Exercise,21,Weekday,Reduce screen time
8.17,2,3,3,4.87,73,3,Relaxing,11,Weekday,Maintain habits
7.66,4,2,2,7.78,19,2,Phone,18,Weekend,Connect socially
6.23,5,2,2,5.01,55,2,Exercise,20,Weekday,Prepare for bed
7.7,2,4,3,4.63,22,5,Phone,10,Weekday,Reduce screen time
6.07,4,2,2,3.1,25,2,Phone,17,Weekday,Connect socially
8.26,3,3,2,4.91,45,4,Relaxing,20,Weekday,Maintain habits
6.53,3,4,3,2.57,82,2,Relaxing,16,Weekend,Connect socially
8.56,3,2,4,4.11,62,2,Relaxing,22,Weekday,Connect socially
8.38,3,4,4,4.81,33,4,Phone,8,Weekday,Maintain habits
9.53,2,4,4,4.86,9,3,Phone,21,Weekday,Maintain habits
6.78,4,2,2,5.51,22,3,Studying,23,Weekday,Prepare for bed
8.13,3,3,3,2.67,49,2,Studying,10,Weekend,Connect socially
6.54,4,2,2,6.41,112,3,Phone,15,Weekend,Reduce screen time
9.39,3,4,4,2.48,74,4,Relaxing,18,Weekend,Maintain habits
7.67,3,3,4,5.5,40,4,Exercise,21,Weekend,Maintain habits
8.85,3,4,3,3.8,52,5,Exercise,10,Weekday,Maintain habits
9.04,3,3,4,4.94,61,3,Relaxing,14,Weekend,Maintain habits
7.15,5,3,3,7.76,36,3,Phone,20,Weekday,Take a short break
7.35,2,3,3,2.63,5,4,Studying,15,Weekday,Stay active
7.26,3,3,4,1.51,52,4,Exercise,17,Weekday,Maintain habits
7.32,4,2,3,5.7,31,3,Phone,17,Weekday,Prepare for bed
7.9,4,3,3,4.29,101,1,Phone,23,Weekend,Take a short break
6.21,3,4,3,6.53,59,3,Phone,10,Weekday,Reduce screen time
8.09,2,4,4,3.14,68,4,Working,22,Weekend,Maintain habits
7.73,2,4,3,4.81,94,4,Exercise,17,Weekday,Reduce screen time
5.75,2,2,3,4.68,65,5,Studying,21,Weekday,Maintain habits
9.48,2,5,4,2.97,86,4,Working,9,Weekend,Take a short break
5.07,5,2,2,6.01,24,2,Relaxing,18,Weekday,Take a short break
7.73,3,2,4,2.59,37,2,Exercise,20,Weekday,Stay active
6.69,5,3,2,4.36,39,3,Studying,19,Weekday,Take a short break
6.8,3,4,3,3.32,83,2,Working,6,Weekend,Prepare for bed
7.54,2,4,4,4.82,57,4,Exercise,16,Weekend,Take a short break
6.6,3,3,3,4.38,49,3,Exercise,9,Weekday,Connect socially
8.46,2,2,4,3.78,62,2,Studying,10,Weekday,Take a short break
5.21,4,3,3,3.42,51,2,Phone,19,Weekday,Connect socially
6.29,4,4,3,3.65,72,5,Exercise,22,Weekday,Prepare for bed
7.38,3,3,2,2.82,40,4,Exercise,18,Weekday,Maintain habits
6.12,3,2,3,4.64,0,3,Phone,9,Weekday,Connect socially
7.15,3,4,1,4.34,8,4,Phone,12,Weekday,Maintain habits
7.84,3,3,4,6.74,3,5,Phone,15,Weekday,Reduce screen time
6.14,4,2,2,4.27,18,4,Relaxing,10,Weekday,Reduce screen time
6.15,4,3,2,5.04,69,3,Studying,20,Weekday,Connect socially
5.8,5,2,1,6.72,0,2,Phone,11,Weekday,Take a short break
6.58,2,4,3,3.12,1,4,Relaxing,10,Weekend,Prepare for bed
8.06,5,3,3,7.81,130,1,Phone,19,Weekday,Reduce screen time
7.61,4,2,3,3.94,66,3,Exercise,10,Weekend,Take a short break
6.42,4,2,3,2.03,12,1,Studying,15,Weekday,Connect socially
5.71,3,2,3,4.25,173,2,Studying,16,Weekday,Connect socially
6.62,4,3,2,4.22,56,3,Exercise,9,Weekday,Connect socially
6.78,2,5,2,3.87,65,3,Phone,17,Weekday,Stay active
5.23,4,2,1,8.73,28,2,Phone,16,Weekday,Reduce screen time
8.1,3,2,2,2.14,8,3,Studying,18,Weekend,Take a short break
6.84,3,3,3,4.88,6,5,Working,12,Weekend,Take a short break
6.37,3,2,2,4.59,33,2,Studying,14,Weekday,Stay active
7.09,3,3,3,5.44,45,4,Exercise,18,Weekday,Connect socially
8.34,2,4,3,4.98,72,2,Exercise,7,Weekend,Connect socially
5.46,2,4,2,4.65,84,4,Phone,9,Weekday,Reduce screen time
6.39,2,3,4,3.82,43,2,Phone,13,Weekday,Stay active
7.02,3,4,3,5.22,86,5,Working,9,Weekend,Maintain habits
5.6,5,3,3,3.47,33,1,Exercise,7,Weekday,Connect socially
8.2,4,3,2,4.99,35,2,Studying,23,Weekday,Take a short break
7.92,2,3,4,3.37,131,4,Studying,16,Weekday,Stay active
6.8,3,3,3,5.12,13,4,Phone,17,Weekday,Stay active
6.9,3,3,2,6.27,36,3,Exercise,12,Weekday,Prepare for bed
9.32,3,4,3,3.3,41,2,Phone,6,Weekend,Maintain habits
6.21,4,3,2,3.22,18,3,Working,19,Weekday,Take a short break
6.64,4,2,2,6.01,85,5,Phone,19,Weekend,Reduce screen time
8.35,2,5,3,3.03,133,4,Working,23,Weekend,Maintain habits
6.72,4,2,2,6.43,25,2,Studying,7,Weekend,Reduce screen time
7.4,2,4,3,0.0,47,5,Working,10,Weekday,Maintain habits
6.42,3,3,3,3.29,42,4,Phone,19,Weekday,Stay active
6.7,4,3,2,4.77,61,3,Phone,14,Weekday,Take a short break
7.09,3,3,3,5.91,36,2,Phone,8,Weekday,Stay active
6.09,1,4,3,3.65,122,3,Relaxing,13,Weekend,Maintain habits
8.78,4,3,3,3.93,58,3,Relaxing,9,Weekday,Take a short break
8.14,3,3,3,7.15,59,3,Phone,20,Weekend,Reduce screen time
6.66,4,3,3,5.6,40,3,Studying,21,Weekday,Take a short break
6.02,2,3,3,4.06,6,4,Studying,18,Weekday,Take a short break
5.18,4,3,2,5.42,74,2,Phone,15,Weekday,Connect socially
8.76,3,4,3,3.74,16,4,Relaxing,19,Weekend,Stay active
7.24,4,3,3,7.43,70,2,Studying,18,Weekday,Reduce screen time
4.86,3,3,3,2.81,28,5,Relaxing,20,Weekday,Reduce screen time
8.27,2,3,2,3.49,43,4,Relaxing,16,Weekend,Maintain habits
7.49,3,4,2,5.21,87,4,Exercise,22,Weekday,Prepare for bed
9.23,2,3,4,3.73,76,3,Relaxing,13,Weekday,Maintain habits
9.9,4,3,3,6.63,56,3,Phone,17,Weekday,Connect socially
7.66,2,4,3,7.84,102,4,Phone,20,Weekday,Reduce screen time
9.01,3,4,3,4.47,39,4,Studying,21,Weekday,Reduce screen time
7.87,4,3,3,4.64,33,3,Phone,22,Weekday,Reduce screen time
7.46,4,3,2,2.11,9,3,Studying,15,Weekday,Take a short break
6.34,2,3,3,2.14,61,3,Exercise,18,Weekday,Connect socially
8.06,2,4,3,1.6,20,4,Phone,13,Weekday,Reduce screen time
7.46,3,3,4,4.04,34,4,Relaxing,18,Weekday,Stay active
7.21,3,2,3,7.09,35,3,Phone,11,Weekday,Connect socially
7.93,4,3,3,3.56,38,4,Phone,15,Weekday,Stay active
6.99,5,3,1,6.16,17,4,Phone,21,Weekday,Take a short break
5.8,3,3,2,6.01,53,4,Phone,20,Weekday,Reduce screen time
6.27,2,3,3,2.52,41,4,Studying,16,Weekday,Maintain habits
7.58,4,3,3,5.13,93,3,Exercise,10,Weekend,Reduce screen time
7.71,4,2,3,4.3,23,4,Working,15,Weekend,Stay active
7.76,3,3,3,7.35,32,3,Phone,10,Weekday,Take a short break
7.11,3,4,3,4.58,18,4,Phone,8,Weekday,Maintain habits
8.0,2,4,4,5.84,108,2,Exercise,21,Weekday,Connect socially
8.43,5,4,3,1.84,5,4,Phone,16,Weekend,Prepare for bed
8.25,4,4,3,4.1,86,2,Studying,9,Weekday,Take a short break
4.99,4,2,2,1.45,16,2,Relaxing,19,Weekday,Reduce screen time
7.73,3,4,3,0.98,91,3,Working,8,Weekday,Maintain habits
8.88,3,3,3,5.33,16,4,Phone,15,Weekday,Stay active
7.67,2,3,4,1.64,48,3,Relaxing,12,Weekday,Maintain habits
7.32,1,5,3,2.02,17,3,Studying,10,Weekend,Maintain habits
8.78,2,5,4,3.23,56,5,Working,17,Weekend,Maintain habits
8.9,2,4,4,5.53,35,4,Phone,19,Weekday,Stay active
8.19,3,3,2,4.38,42,4,Exercise,16,Weekday,Take a short break
4.96,3,2,2,4.75,46,2,Working,20,Weekday,Connect socially
8.09,4,2,3,5.28,10,1,Phone,21,Weekday,Connect socially
7.63,3,4,2,2.55,12,2,Working,20,Weekday,Connect socially
6.65,3,3,3,1.95,188,5,Studying,22,Weekday,Take a short break
9.41,2,5,4,5.59,25,4,Exercise,22,Weekend,Prepare for bed
6.43,3,3,3,5.44,52,3,Phone,20,Weekend,Reduce screen time
7.95,3,3,3,4.77,10,5,Studying,13,Weekday,Stay active
7.96,4,3,3,3.45,38,4,Relaxing,11,Weekday,Reduce screen time
7.01,4,3,3,5.08,35,4,Phone,19,Weekday,Reduce screen time
7.76,2,3,3,4.78,47,2,Studying,20,Weekday,Connect socially
9.38,2,5,4,3.7,127,4,Relaxing,20,Weekday,Maintain habits
7.33,3,4,4,2.5,65,3,Relaxing,18,Weekday,Connect socially
7.21,2,4,3,3.29,46,2,Studying,20,Weekday,Connect socially
7.69,4,3,3,1.68,46,1,Studying,19,Weekend,Maintain habits
6.23,2,3,3,4.95,17,3,Working,18,Weekday,Take a short break
7.45,4,4,2,2.66,48,3,Exercise,8,Weekday,Connect socially
6.11,4,2,3,4.26,50,2,Relaxing,16,Weekday,Connect socially
7.6,3,4,2,2.9,77,3,Working,7,Weekend,Take a short break
7.95,3,3,5,3.45,158,3,Relaxing,9,Weekday,Prepare for bed
7.4,3,3,1,6.35,33,1,Studying,17,Weekday,Reduce screen time
5.84,3,4,3,3.53,31,5,Studying,8,Weekday,Take a short break
7.14,4,3,3,4.41,42,4,Relaxing,21,Weekday,Prepare for bed
8.62,3,3,2,5.36,84,3,Studying,16,Weekend,Maintain habits
6.62,3,2,2,5.24,78,4,Studying,18,Weekday,Take a short break
8.47,2,4,3,4.33,25,3,Phone,10,Weekend,Connect socially
6.6,2,3,3,5.95,33,2,Working,20,Weekday,Maintain habits
8.81,3,4,5,4.96,73,4,Relaxing,16,Weekday,Maintain habits
7.28,3,3,3,4.32,51,2,Exercise,17,Weekday,Prepare for bed
8.34,2,3,4,1.86,15,3,Phone,18,Weekday,Maintain habits
7.94,4,3,3,4.75,72,4,Exercise,17,Weekday,Maintain habits
9.18,3,3,4,5.29,69,5,Phone,17,Weekday,Stay active
8.49,3,4,5,5.72,30,3,Relaxing,19,Weekday,Stay active
8.21,3,3,4,5.52,87,3,Working,20,Weekend,Prepare for bed
7.68,3,4,4,4.67,134,4,Studying,13,Weekend,Take a short break
6.2,3,2,2,2.1,96,4,Exercise,21,Weekday,Maintain habits
6.04,4,2,3,1.37,0,1,Studying,14,Weekday,Maintain habits
7.06,4,3,3,6.38,50,2,Phone,13,Weekend,Take a short break
5.91,5,2,3,5.2,107,2,Studying,13,Weekday,Take a short break
7.25,4,3,4,3.35,89,1,Studying,14,Weekend,Stay active
6.62,4,3,3,3.2,10,5,Relaxing,13,Weekday,Prepare for bed
8.7,2,3,4,3.18,48,1,Studying,20,Weekend,Connect socially
8.23,2,4,4,4.29,53,5,Phone,17,Weekday,Connect socially
6.03,4,2,3,3.51,77,3,Studying,23,Weekday,Prepare for bed
5.52,5,3,2,4.77,27,1,Working,9,Weekday,Take a short break
6.69,3,2,3,3.53,55,3,Studying,18,Weekday,Reduce screen time
8.21,3,3,4,2.39,80,4,Relaxing,9,Weekend,Maintain habits
5.78,3,3,2,5.62,50,2,Studying,16,Weekend,Connect socially
9.59,3,3,2,3.93,34,5,Working,15,Weekday,Take a short break
7.73,3,3,3,5.12,132,2,Exercise,18,Weekday,Connect socially
7.1,4,2,3,4.61,32,5,Studying,19,Weekday,Prepare for bed
6.07,3,1,3,3.8,18,1,Studying,12,Weekday,Prepare for bed
8.2,2,3,3,2.41,40,4,Exercise,11,Weekday,Stay active
7.3,3,3,3,7.7,49,3,Phone,15,Weekend,Stay active
6.21,3,2,2,4.74,46,4,Working,12,Weekend,Reduce screen time
6.84,4,3,3,3.89,27,4,Studying,18,Weekday,Maintain habits
7.81,3,3,2,3.53,49,2,Phone,16,Weekday,Reduce screen time
7.66,3,3,2,1.93,90,1,Relaxing,20,Weekday,Connect socially
8.61,3,4,4,4.21,83,3,Phone,23,Weekday,Maintain habits
6.77,4,2,2,5.81,90,3,Exercise,14,Weekday,Maintain habits
6.71,3,3,2,5.66,26,4,Studying,21,Weekday,Prepare for bed
7.13,3,4,3,2.41,57,2,Phone,19,Weekday,Take a short break
6.69,3,3,2,3.84,15,3,Phone,10,Weekday,Take a short break
8.27,3,4,3,3.49,61,3,Relaxing,20,Weekend,Maintain habits
6.51,3,3,2,3.96,14,4,Studying,16,Weekday,Take a short break
6.42,3,3,2,5.8,38,2,Phone,19,Weekday,Take a short break
7.38,3,4,3,3.1,27,3,Phone,18,Weekday,Prepare for bed
8.23,3,2,3,5.38,41,3,Working,21,Weekend,Connect socially
6.24,4,2,2,4.76,15,3,Phone,19,Weekday,Connect socially
7.2,3,3,4,3.74,190,3,Exercise,20,Weekday,Maintain habits
8.52,3,3,3,5.3,36,3,Phone,14,Weekday,Stay active
9.82,3,3,4,4.31,79,5,Phone,23,Weekday,Maintain habits
8.45,2,4,4,4.15,62,3,Studying,18,Weekday,Stay active
7.66,4,3,3,5.17,3,4,Phone,19,Weekend,Reduce screen time
7.04,2,3,2,4.68,64,3,Relaxing,20,Weekday,Stay active
8.13,5,4,3,4.16,21,3,Exercise,10,Weekday,Connect socially
7.76,2,4,3,4.96,26,4,Working,14,Weekday,Stay active
7.86,3,4,2,6.06,92,5,Exercise,20,Weekend,Prepare for bed
6.18,3,3,2,3.85,44,2,Relaxing,21,Weekend,Stay active
8.25,2,3,3,5.97,7,3,Phone,19,Weekend,Stay active
7.56,5,2,2,4.64,0,2,Phone,16,Weekday,Stay active
7.44,3,4,3,4.37,75,1,Working,12,Weekend,Connect socially
8.08,1,5,3,3.12,114,5,Exercise,17,Weekday,Maintain habits
8.17,3,2,4,3.85,74,5,Relaxing,15,Weekday,Maintain habits
6.13,2,3,2,2.64,85,4,Working,21,Weekday,Prepare for bed
8.45,3,3,4,3.79,162,3,Phone,17,Weekend,Connect socially
8.66,2,3,3,6.25,52,4,Relaxing,15,Weekday,Maintain habits
7.85,4,4,3,7.12,94,5,Relaxing,16,Weekday,Maintain habits
8.09,4,4,3,4.49,73,5,Exercise,22,Weekday,Maintain habits
6.64,3,2,3,3.23,6,4,Relaxing,18,Weekday,Maintain habits
6.96,5,2,3,6.23,3,3,Phone,12,Weekday,Stay active
7.66,2,4,3,6.41,121,2,Working,16,Weekday,Connect socially
8.17,2,3,2,3.5,26,2,Studying,16,Weekend,Take a short break
6.18,4,3,2,4.03,0,1,Studying,13,Weekday,Connect socially
7.64,3,3,2,4.07,35,3,Relaxing,19,Weekday,Reduce screen time
7.57,4,3,3,4.33,71,1,Exercise,13,Weekday,Maintain habits
