sleep,stress,mood,energy,screen_time,hour,activity,social,day_type,prediction,top_probability,second_probability,probability_margin,entropy,normalised_entropy,certainty_score,certainty,probability_mae,top1_correct
7.32,3,4,3,4.22,18,Phone,Medium,Weekday,Prepare for bed,0.22646316813519043,0.19901418217445027,0.027448985960740163,1.7601650334396577,0.9823668096466045,0.12464935390403292,Low,0.0013497658355261163,True
5.03,4,2,2,6.89,11,Phone,High,Weekday,Take a short break,0.5544128711638732,0.20199672544067593,0.35241614572319724,1.251747524738287,0.6986135953156583,0.5564543749668494,Moderate,0.00265057774492047,True
6.69,4,2,3,5.81,22,Phone,High,Weekday,Prepare for bed,0.5197502530816175,0.24190719652268006,0.27784305655893743,1.2924371302261828,0.7213228965286308,0.4841131741722579,Moderate,0.0029586756341560445,True
8.21,3,4,3,5.28,11,Studying,Medium,Weekend,Take a short break,0.37935645412602087,0.19708309579499195,0.18227335833102892,1.6296690230559565,0.9095355995289189,0.31639463528264583,Low,0.001198311963379289,True
8.86,2,4,4,5.87,16,Phone,Medium,Weekend,Reduce screen time,0.33439547858463603,0.2608682743106094,0.07352720427402665,1.582520982612985,0.8832217771366285,0.22530265292757917,Low,0.002143779440533867,True
7.79,5,2,3,8.96,19,Phone,Low,Weekend,Connect socially,0.5735664041868931,0.18821291825587863,0.3853534859310145,1.178226728331873,0.6575808575687279,0.5963361505220665,High,0.004032943461811491,True
7.31,4,3,3,4.76,19,Studying,Low,Weekend,Connect socially,0.4797347651802104,0.3264751809071768,0.1532595842730336,1.2659332464558557,0.7065307973515321,0.3818561938519118,Moderate,0.001971349335862963,True
6.53,5,3,2,5.45,13,Working,Low,Weekday,Take a short break,0.5779038481217998,0.3244689845494545,0.25343486357234535,1.0201929626720037,0.5693805336000451,0.5235850294354427,Moderate,0.0032501356129608465,True
6.76,4,3,3,7.25,20,Phone,Medium,Weekday,Prepare for bed,0.2887646221177414,0.2835720575409891,0.005192564576752323,1.5538262508280365,0.8672069424014109,0.16013748667642805,Low,0.001990511748504211,True
7.91,4,3,3,2.76,22,Relaxing,Low,Weekday,Connect socially,0.5249609243187455,0.19146631491338095,0.3334946094053646,1.2788917514847589,0.7137630767123808,0.5269260271847146,Moderate,0.002333467895010128,True
7.62,3,3,3,2.78,16,Working,Medium,Weekday,Take a short break,0.41193152870939864,0.20827330987268744,0.2036582188367112,1.5398654758480645,0.8594152855301979,0.3560468839988877,Low,0.0016856410870111193,True
7.23,3,3,2,2.97,18,Relaxing,Low,Weekday,Connect socially,0.5773519001810005,0.20493319132489682,0.3724187088561036,1.2246392478060297,0.6834841778922714,0.5838046157022684,High,0.0014717337337370948,True
7.91,4,5,3,3.51,14,Studying,High,Weekday,Take a short break,0.6119102397105135,0.1524872240068083,0.4594230157037052,1.2284413934845446,0.6856061957991465,0.6598344797024954,High,0.004313102310555583,True
7.95,3,2,3,3.93,14,Studying,Medium,Weekend,Take a short break,0.42269081623093474,0.3142222056893076,0.10846861054162715,1.42251609479085,0.7939213489429547,0.3073546248944687,Low,0.002061122599149224,True
6.55,3,3,2,4.75,16,Exercise,High,Weekend,Take a short break,0.47311422094807154,0.3035979256994383,0.16951629524863326,1.3474965257473037,0.7520521302604566,0.38115238004858415,Moderate,0.003514524705429907,True
6.78,3,3,2,6.5,11,Working,Low,Weekend,Connect socially,0.47735934410099706,0.31662719436773423,0.16073214973326283,1.3057040897759873,0.7287273276354023,0.3815787441316522,Moderate,0.002205219127778143,True
8.58,3,3,4,3.59,18,Phone,Low,Weekend,Connect socially,0.6696491853826406,0.10825745078351837,0.5613917345991223,1.1426647535219736,0.6377333415261752,0.7237954651169533,High,0.0029049515841556225,True
6.51,2,3,3,2.61,10,Relaxing,High,Weekend,Prepare for bed,0.3241048248672992,0.2433642209506235,0.0807406039166757,1.6232488761418429,0.9059524473121319,0.22117510446953126,Low,0.003215414872296782,True
6.85,3,3,3,3.39,6,Relaxing,Medium,Weekday,Take a short break,0.26339265238723153,0.2464037811435045,0.016988871243727027,1.6578758997228173,0.9252781571385144,0.14536327201716026,Low,0.0012933341929889537,True
7.83,3,3,4,2.97,15,Exercise,Low,Weekend,Connect socially,0.7680975175529576,0.0740803084394401,0.6940172091135175,0.8847762253043501,0.49380301346225836,0.7968832802063792,High,0.0012333649569157001,True
6.86,3,4,2,2.57,8,Studying,High,Weekend,Take a short break,0.5768165701860146,0.1768501479078655,0.39996642227814916,1.266056931834226,0.7065998274755496,0.5982239866833011,High,0.003591663909576761,True
6.2,3,3,1,4.31,17,Working,Medium,Weekend,Take a short break,0.570799794519706,0.19742542858561507,0.3733743659340909,1.2625393026478293,0.7046366012463549,0.5772946434384603,Moderate,0.004056346584872782,True
6.02,4,2,3,4.65,16,Studying,Medium,Weekday,Take a short break,0.5662671726003385,0.20701486009099027,0.3592523125093483,1.2470440666816685,0.6959885453927214,0.5670991373481519,Moderate,0.0018493598263313003,True
5.35,5,2,2,4.31,10,Working,Medium,Weekday,Take a short break,0.7761555295075065,0.10683905186849683,0.6693164776390097,0.8068173948056535,0.4502933617274283,0.8092113159328923,High,0.0022714058995892046,True
8.59,3,2,4,4.74,12,Phone,Medium,Weekend,Connect socially,0.392810659316067,0.1670126084538993,0.2257980508621677,1.5954663041194486,0.8904466986335082,0.35673409256904587,Low,0.00251524515199082,True
7.67,5,2,4,3.98,7,Relaxing,Low,Weekday,Connect socially,0.7859536637103467,0.1289128707304044,0.6570407929799423,0.7630690552741928,0.42587694854094804,0.8185037589614663,High,0.0026877395726324273,True
6.45,2,3,3,2.16,17,Relaxing,High,Weekday,Prepare for bed,0.3866774080062572,0.22163273841088432,0.1650446695953729,1.5640176757054318,0.872894884925184,0.31495712533453996,Low,0.002288091252602155,True
5.81,2,3,2,5.22,13,Relaxing,High,Weekday,Prepare for bed,0.3898024031285311,0.2203242779660155,0.1694781251625156,1.5862219346132136,0.8852873177763122,0.31698830546633744,Low,0.0018690675579924587,True
8.47,4,2,3,4.03,19,Relaxing,Medium,Weekday,Take a short break,0.45374910184602224,0.30691934365129625,0.146829758194726,1.3704755479076733,0.7648769667159154,0.3539925332238351,Low,0.002906806637249367,True
7.71,3,4,3,5.85,18,Phone,Medium,Weekday,Reduce screen time,0.3011233651956056,0.17590912495259275,0.12521424024301286,1.7139502100789987,0.9565738256248318,0.23184071738316517,Low,0.002499065803342968,True
7.3,2,3,4,5.79,14,Phone,High,Weekend,Reduce screen time,0.3558919363232388,0.2455622879844446,0.11032964833879419,1.6098451650738705,0.898471693729874,0.2576877864366386,Low,0.002460310333995727,True
9.2,3,2,3,2.02,7,Studying,Low,Weekend,Connect socially,0.7425212386827924,0.17197436969771057,0.5705468689850819,0.8381639263650363,0.4677881940962439,0.7905769185880078,High,0.0024656893271057644,True
8.09,2,3,3,3.72,13,Studying,High,Weekend,Take a short break,0.29729004560982,0.2486780981369594,0.04861194747286057,1.6589087658780841,0.9258546107155738,0.1826379616123066,Low,0.0016005211361200488,True
7.58,3,3,3,5.59,14,Exercise,High,Weekday,Take a short break,0.38332289142652487,0.17866110754418765,0.20466178388233722,1.6075638196768376,0.8971984506209562,0.336318859735381,Low,0.0021824262803365377,True
6.16,3,3,2,5.05,14,Relaxing,Medium,Weekday,Take a short break,0.3665503760590848,0.24336323492002,0.12318714113906482,1.567233312123344,0.874689565781146,0.27624075486770433,Low,0.0017776752660095378,True
5.66,4,3,3,4.35,22,Studying,Medium,Weekday,Prepare for bed,0.5535701391283625,0.288281547271414,0.26528859185694853,1.1666940775047865,0.6511443625898258,0.5045797043896619,Moderate,0.003206198442535202,True
5.6,4,3,2,5.37,10,Studying,Medium,Weekday,Take a short break,0.7042602272345913,0.11632055361860426,0.587939673615987,1.0241131910333963,0.571568454707046,0.7526034113141569,High,0.0016801900796807707,True
9.44,3,4,4,4.96,13,Studying,High,Weekday,Stay active,0.32276761032137413,0.26004330750835986,0.06272430281301428,1.5684004651930672,0.8753409663121704,0.21408424335129428,Low,0.00203060460835894,True
7.08,3,3,3,6.41,20,Relaxing,High,Weekend,Prepare for bed,0.4439224815320197,0.1783341089772645,0.2655883725547552,1.5107814157539672,0.8431831625284271,0.41704034497205206,Moderate,0.002648394236807692,True
8.02,4,2,3,5.55,22,Relaxing,Medium,Weekend,Take a short break,0.33025034425234323,0.287011949922141,0.04323839433020221,1.516618690324599,0.8464410074963941,0.2095913294454172,Low,0.002981354053477785,True
7.73,3,4,4,5.93,16,Working,High,Weekday,Stay active,0.28549155522626785,0.22880618471024866,0.056685370516019185,1.6796968317819232,0.9374566512019541,0.18065962897264315,Low,0.0028661257643161123,True
7.23,4,4,3,4.09,17,Exercise,Medium,Weekday,Take a short break,0.46939118446627165,0.19060213265033887,0.2787890518159328,1.4674243226067376,0.818985108106586,0.44258134765965795,Moderate,0.002573025607126498,True
7.09,2,3,4,5.24,8,Studying,Medium,Weekday,Stay active,0.24521919482162724,0.23768291588066748,0.007536278940959762,1.7409462913230174,0.9716406254423595,0.12129590783993219,Low,0.0030551730290204865,True
7.06,3,3,3,3.06,20,Relaxing,High,Weekday,Prepare for bed,0.46432359570979986,0.21800875004390172,0.24631484566589815,1.4544032712592436,0.8117179209806801,0.4190224258394026,Moderate,0.0023507924383663037,True
7.75,3,4,4,6.35,17,Phone,Medium,Weekday,Reduce screen time,0.3714845363900255,0.2153507058032865,0.156133830586739,1.6344863325236192,0.9122241911342074,0.2940168845593873,Low,0.0026866288138661007,True
6.16,3,3,3,4.61,16,Relaxing,Medium,Weekday,Prepare for bed,0.26314908516298596,0.23252440287259948,0.03062468229038648,1.6695125409382292,0.9317726902582,0.1534998278749742,Low,0.001185632418133203,True
6.79,2,3,4,4.92,13,Studying,Medium,Weekday,Stay active,0.24334542898578868,0.2330002446060066,0.010345184379782074,1.7330740420529862,0.9672470394698948,0.1232976642154734,Low,0.0020028931042960865,True
4.83,3,3,2,6.13,15,Relaxing,Medium,Weekday,Take a short break,0.32830176534451777,0.2847963135151466,0.043505451829371156,1.576303589670437,0.8797517840659478,0.20223925387240324,Low,0.00246475159214405,True
5.99,4,2,2,3.7,19,Relaxing,Low,Weekend,Connect socially,0.5669442728740293,0.2676169713885739,0.2993273014854554,1.0836291004165548,0.6047849161826478,0.5436970505966023,Moderate,0.0032034735986152412,True
5.89,4,3,3,6.1,9,Studying,Medium,Weekday,Take a short break,0.5448897859093251,0.13663295066412587,0.4082568352451993,1.367090489088287,0.7629877294173149,0.5783826424473728,Moderate,0.0013564066666758915,True
8.15,4,2,3,6.11,16,Phone,Medium,Weekday,Take a short break,0.4004643216531745,0.26940525760813033,0.1310590640450442,1.4597082365580798,0.8146786784874461,0.3090145538779702,Low,0.0018046744842138325,True
6.96,3,3,2,4.47,7,Relaxing,High,Weekday,Take a short break,0.4786145576455334,0.20396066050760225,0.27465389713793115,1.46555343380116,0.8179409451830972,0.4440460899004224,Moderate,0.0012516057032765625,True
7.98,3,3,5,2.61,19,Studying,Medium,Weekday,Connect socially,0.25078978526831475,0.24436020227220964,0.006429582996105104,1.6615548078147777,0.9273313948387428,0.13188983250026665,Low,0.00502384025994555,True
7.65,3,3,3,3.23,11,Studying,Medium,Weekday,Take a short break,0.41898030274296744,0.21605117418365333,0.2029291285593141,1.5293769539692608,0.8535615300128222,0.3598792202232908,Low,0.0014547430372745679,True
8.22,4,3,2,5.67,21,Relaxing,Medium,Weekend,Take a short break,0.517112503458296,0.2215329589695173,0.29557954448877866,1.349886249407901,0.7533858604299568,0.48892913561238693,Moderate,0.002423615896470988,True
6.96,3,3,3,4.56,16,Relaxing,High,Weekend,Take a short break,0.3071795877229129,0.24130004978769054,0.06587953793522233,1.6502422853885195,0.9210177558595488,0.20014293985805665,Low,0.00233071805127071,True
7.33,3,3,3,6.87,16,Phone,Medium,Weekday,Reduce screen time,0.3643479965242308,0.1803243419081806,0.18402365461605016,1.6327250609583301,0.9112412067573771,0.31052491531566356,Low,0.0031161160380227585,True
7.52,2,3,4,5.08,14,Studying,Medium,Weekday,Stay active,0.25129089236373636,0.24533911628643357,0.005951776077302795,1.731997953944398,0.9666464632613863,0.12391785216551607,Low,0.0030676662162883567,True
9.56,2,5,5,2.81,16,Relaxing,Medium,Weekday,Maintain habits,0.3893063803708106,0.3731308717992913,0.016175508571519337,1.375976414725044,0.7679470589419332,0.23292131537854166,Low,0.002046871797616593,True
6.89,2,3,3,4.12,14,Studying,High,Weekday,Take a short break,0.2551981336832526,0.2484158894535515,0.006782244229701112,1.675676026839036,0.935212597236039,0.13254421167104666,Low,0.0019401455120203585,True
8.02,3,4,4,3.83,14,Studying,Medium,Weekday,Stay active,0.2861482456181756,0.23170284961008178,0.05444539600809381,1.6677277925872542,0.930776603237801,0.18072316708628447,Low,0.0018403073945565385,True
7.82,4,2,3,5.45,11,Working,Low,Weekend,Connect socially,0.6310193060326417,0.2908819348450468,0.34013737118759485,0.9524500036302762,0.5315724682848312,0.6157403538890389,High,0.0027211090505993227,True
6.51,4,3,2,5.61,14,Phone,Low,Weekday,Connect socially,0.4561814850264955,0.33640454543723447,0.11977693958926106,1.3016598604271472,0.7264702002596042,0.3438314859224849,Low,0.001003661193566088,True
8.16,3,2,4,3.89,20,Exercise,Medium,Weekday,Connect socially,0.43389464589224314,0.2104937760780639,0.22340086981417923,1.4982031969992173,0.8361631249783149,0.38440057452577187,Moderate,0.004032205203189608,True
9.24,1,5,5,5.55,12,Phone,Medium,Weekday,Stay active,0.31160379686836154,0.28306185749434865,0.028541939374012892,1.4674829924024098,0.8190178523430082,0.19639749568397008,Low,0.007955662151685942,True
7.53,3,3,4,3.92,20,Relaxing,Medium,Weekday,Prepare for bed,0.3057754414230942,0.2244206997067952,0.081354741716299,1.6525062081614352,0.9222812752168045,0.2100910127984408,Low,0.002286446908613787,True
7.23,3,2,3,5.67,20,Relaxing,Low,Weekend,Connect socially,0.6875197114695119,0.14074861747404077,0.5467710939954711,1.0438809785748273,0.582601066997326,0.7428636567618151,High,0.0013590170842065544,True
7.74,3,3,3,4.36,18,Relaxing,Medium,Weekday,Take a short break,0.2598826525570747,0.24302155094606023,0.01686110161101448,1.6930414961334113,0.9449044501842793,0.1397690747415379,Low,0.0010845004831936563,True
7.54,2,4,4,5.57,7,Relaxing,Low,Weekday,Connect socially,0.4856308864873989,0.19193391044382013,0.29369697604357875,1.4601928243000875,0.8149491320557571,0.4611319557386832,Moderate,0.0028945858183157375,True
9.58,3,3,3,4.76,17,Studying,Medium,Weekday,Take a short break,0.4207062078235987,0.21787025213245345,0.20283595569114524,1.5269860545556775,0.8522271436430862,0.3608575337758038,Low,0.0012935151399349303,True
8.73,4,3,3,4.47,20,Exercise,High,Weekend,Take a short break,0.574432606333368,0.17685519173771158,0.39757741459565643,1.303669993029016,0.7275920766254843,0.5912804477418783,High,0.003114682894994914,True
6.27,3,3,2,6.15,14,Working,Medium,Weekday,Take a short break,0.5027405401900532,0.17295439947778285,0.32978614071227036,1.4261952263210074,0.7959747113464153,0.49788859931483015,Moderate,0.002162386656622281,True
8.59,4,3,2,2.97,13,Exercise,Low,Weekday,Connect socially,0.5342694528562972,0.4045907766351421,0.12967867622115514,0.9522592997685458,0.5314660344330752,0.42490312025352733,Moderate,0.0034971407999328324,True
8.06,1,5,3,5.46,14,Phone,Medium,Weekday,Reduce screen time,0.3167419268040369,0.23648286286713766,0.08025906393689924,1.65404109364186,0.9231379111139687,0.21408762959485236,Low,0.00447351534507368,True
8.23,2,4,2,4.14,15,Relaxing,Low,Weekday,Connect socially,0.5072851176923454,0.13891539720348794,0.36836972048885747,1.4538982196994443,0.8114360463381999,0.5238498980361157,Moderate,0.002792621403827151,True
8.42,3,3,3,4.74,8,Working,High,Weekend,Take a short break,0.5000821124418693,0.17861555816799352,0.32146655427387577,1.4589208150101065,0.8142392101539468,0.4872156965597648,Moderate,0.0009304336746268396,True
8.31,3,3,4,3.05,12,Exercise,Medium,Weekday,Connect socially,0.3693461427173642,0.22180822232761224,0.14753792038975197,1.5654994086703966,0.8737218558386421,0.2947379373279118,Low,0.0015657923207717424,True
7.71,3,5,3,4.32,18,Studying,Medium,Weekday,Take a short break,0.3327974754438714,0.20110286642406905,0.13169460901980234,1.6635215846432025,0.9284290738867415,0.2562592754862555,Low,0.002145490058616986,True
6.98,2,4,4,3.5,16,Relaxing,Medium,Weekday,Stay active,0.3133578711734739,0.21359860684954743,0.09975926432392648,1.6316190494245506,0.9106239299672865,0.22871774106135453,Low,0.002170656996377949,True
7.39,3,3,3,2.29,12,Studying,Low,Weekday,Connect socially,0.605593423374642,0.20433437643797647,0.4012590469366655,1.1824848715524872,0.6599573725495298,0.6214068988643487,High,0.001014358091155193,True
7.13,3,3,3,4.2,22,Relaxing,Medium,Weekday,Prepare for bed,0.5788046796016342,0.12974772816102412,0.4490569514406101,1.3053271213202688,0.7285169375343912,0.6290985843222842,High,0.0030500302213565117,True
8.31,3,4,3,4.61,13,Relaxing,Medium,Weekend,Take a short break,0.2585720341251765,0.24216457363399954,0.016407460491176945,1.7081650691436727,0.9533450769927297,0.13717362230160732,Low,0.0012304596997868913,True
7.33,2,2,3,2.61,10,Exercise,Medium,Weekday,Connect socially,0.46164349765221435,0.1714119925273674,0.29023150512484697,1.4634829635012778,0.8167853937067743,0.4475445487895345,Moderate,0.0007374879437227373,True
6.92,2,4,3,3.69,11,Studying,Medium,Weekday,Stay active,0.23434459664802199,0.22104986204084406,0.013294734607177922,1.7166280942717564,0.9580683812494836,0.12314770646673773,Low,0.0017318886198331648,True
7.06,4,4,2,4.83,13,Working,Low,Weekday,Take a short break,0.5561691160481513,0.26811649542434085,0.2880526206238105,1.2114534801421595,0.6761250608398296,0.5166879244903695,Moderate,0.004810953638916131,True
7.95,2,3,3,5.06,16,Exercise,High,Weekend,Take a short break,0.2208468666037246,0.21940519285023583,0.0014416737534887758,1.7262106339081416,0.9634164984498986,0.10770696190913849,Low,0.003573067338176847,False
